property,opened_date,contracted_date,completed_date,signoffreceived_date,usps_id,closed_date,usps_issue_number,estimated_cost,status,priority,category,type,assignedto,project_origin,project_age,age_bucket,stage_group,is_open,project_key
"Georgetown, PA",2023-02-05,2023-02-07,2023-02-07,2023-02-20,2231378,2024-02-07,2762361,147.36,Closed,Urgent,Repair,Electrical Repairs,Mike Johnson,USPS,367.0,90+,Closed,Closed,"Georgetown, PA|2023-02-05"
"Salem, VT",2023-02-05,2023-05-04,2023-06-12,2023-07-10,2232012,2023-08-01,2762980,9500.0,Closed,Urgent,Repair,Flooring,Mike Johnson,USPS,177.0,90+,Closed,Closed,"Salem, VT|2023-02-05"
"Winchester, GA",2023-02-05,2023-02-07,2023-02-08,2023-02-08,2230694,2023-02-14,2761587,238.95,Closed,Urgent,Repair,Plumbing,Sarah Williams,USPS,9.0,0-30,Closed,Closed,"Winchester, GA|2023-02-05"
"Ashland, WA",2023-02-06,,2023-03-07,2023-03-07,2232078,2023-03-07,2763107,0.0,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,29.0,0-30,Closed,Closed,"Ashland, WA|2023-02-06"
"Florence, WA",2023-02-07,,,,,2024-01-02,,238.62,Closed,Normal,Repair,Janitorial,Ashley Thompson,Internal,329.0,90+,Closed,Closed,"Florence, WA|2023-02-07"
"Bloomington, VA",2023-02-09,2023-03-29,2023-06-10,2023-06-11,2233427,2023-06-27,2764484,700.0,Closed,Urgent,Repair,Drive Thru,Mike Johnson,USPS,138.0,90+,Closed,Closed,"Bloomington, VA|2023-02-09"
"Edison, CT",2023-02-09,2024-07-16,2024-08-27,2024-08-27,2233672,2024-09-06,2764725,,Closed,Urgent,Repair,Flooring,Sarah Williams,USPS,575.0,90+,Closed,Closed,"Edison, CT|2023-02-09"
"Edison, CT",2023-02-09,2023-02-09,2023-02-21,2023-02-28,2233642,2023-03-06,2764703,134.51,Closed,Urgent,Repair,Electrical Repairs,Mike Johnson,USPS,25.0,0-30,Closed,Closed,"Edison, CT|2023-02-09"
"Hamilton, WA",2023-02-09,2023-02-14,2023-02-15,2023-02-16,2233635,2023-02-22,2764695,350.0,Closed,Urgent,Repair,Plumbing,Mike Johnson,USPS,13.0,0-30,Closed,Closed,"Hamilton, WA|2023-02-09"
"Lexington, WV",2023-02-09,2023-02-12,2023-02-21,2023-03-27,2233562,2023-03-29,2764636,231.5,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,48.0,31-60,Closed,Closed,"Lexington, WV|2023-02-09"
"Burlington, NH",2023-02-12,2023-02-16,2023-03-01,2023-03-01,2234837,2023-03-14,2765942,314.0,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,30.0,0-30,Closed,Closed,"Burlington, NH|2023-02-12"
"Fairview, MD",2023-02-12,2023-03-08,,,2063180,2025-03-02,2581660,,Closed,Urgent,Repair,Flooring,Sarah Williams,USPS,749.0,90+,Closed,Closed,"Fairview, MD|2023-02-12"
"Fairview, NY",2023-02-12,2023-03-14,2023-05-29,2023-05-30,2065949,2023-05-30,2585291,0.0,Closed,Urgent,Repair,Ceiling Tiles,Mike Johnson,USPS,107.0,90+,Closed,Closed,"Fairview, NY|2023-02-12"
"Franklin, AL",2023-02-12,2023-02-13,2023-03-29,2023-04-05,2234039,2023-05-18,2765135,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,95.0,90+,Closed,Closed,"Franklin, AL|2023-02-12"
"Gainesville, MI",2023-02-12,2023-04-12,2023-03-29,2023-05-03,2235851,2023-05-02,2767020,85.0,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,79.0,61-90,Closed,Closed,"Gainesville, MI|2023-02-12"
"Columbia, OR",2023-02-13,,2023-12-26,,,2024-01-02,,100.5,Closed,Normal,Repair,Pest Control,Ashley Thompson,Internal,323.0,90+,Closed,Closed,"Columbia, OR|2023-02-13"
"Arlington, HI",2023-02-14,2023-02-27,2023-03-19,2023-03-26,2233832,2023-03-28,2764915,255.1,Closed,Urgent,Repair,Vandalism,Mike Johnson,USPS,42.0,31-60,Closed,Closed,"Arlington, HI|2023-02-14"
"Canton, NC",2023-02-14,2023-02-26,2023-03-30,2023-05-11,2234975,,2766111,800.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,1163.0,90+,Closed,Closed,"Canton, NC|2023-02-14"
"Fairview, NY",2023-02-14,2023-03-14,2023-05-29,2023-05-30,,2023-06-06,2585292,2131.37,Closed,Normal,Repair,Misc. Repairs,Mike Johnson,USPS,112.0,90+,Closed,Closed,"Fairview, NY|2023-02-14"
"Norwood, ID",2023-02-14,2023-02-14,2023-02-15,2023-02-20,2236974,2023-02-22,2768220,610.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,8.0,0-30,Closed,Closed,"Norwood, ID|2023-02-14"
"Edison, NC",2023-02-16,2023-02-16,2023-04-02,2023-04-02,2234775,2023-04-11,2765842,1050.0,Closed,Urgent,Repair,Painting,Mike Johnson,USPS,54.0,31-60,Closed,Closed,"Edison, NC|2023-02-16"
"Farmington, MT",2023-02-16,2023-03-01,2023-04-24,2023-05-01,2235920,2023-05-16,2767070,450.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,89.0,61-90,Closed,Closed,"Farmington, MT|2023-02-16"
"Franklin, SC",2023-02-16,2023-03-22,2023-04-12,2023-04-18,2234607,2023-04-25,2765754,675.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,68.0,61-90,Closed,Closed,"Franklin, SC|2023-02-16"
"Hamilton, CT",2023-02-16,2023-08-16,2023-10-15,2023-10-29,2235356,2023-10-31,2766494,2350.0,Closed,Urgent,Repair,Painting,Brandon Davis,USPS,257.0,90+,Closed,Closed,"Hamilton, CT|2023-02-16"
"Hamilton, CT",2023-02-16,2023-06-11,2023-08-03,2023-08-14,2235325,2023-08-14,2766483,171.78,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,179.0,90+,Closed,Closed,"Hamilton, CT|2023-02-16"
"Hamilton, CT",2023-02-16,2023-08-17,2023-10-15,,2235326,2024-02-06,2766484,,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,355.0,90+,Closed,Closed,"Hamilton, CT|2023-02-16"
"Jackson, LA",2023-02-16,2023-05-24,2023-06-25,2023-06-27,2236315,2023-07-05,2767539,300.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,139.0,90+,Closed,Closed,"Jackson, LA|2023-02-16"
"Lexington, WI",2023-02-16,2023-10-22,2023-11-01,2023-11-02,2236725,2024-02-22,2768038,,Closed,Urgent,Repair,Gutters,Brandon Davis,USPS,371.0,90+,Closed,Closed,"Lexington, WI|2023-02-16"
"Norwood, HI",2023-02-16,2023-04-04,2023-04-16,2023-04-16,2236000,2024-02-06,2767108,450.0,Closed,Urgent,Repair,Ceiling Tiles,Brandon Davis,USPS,355.0,90+,Closed,Closed,"Norwood, HI|2023-02-16"
"Danville, NM",2023-02-17,2023-03-06,2023-03-06,2023-03-06,2238035,2023-03-06,2769320,,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,17.0,0-30,Closed,Closed,"Danville, NM|2023-02-17"
"Clayton, CO",2023-02-19,,2023-02-20,2023-02-21,2236842,2023-02-21,2768113,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,2.0,0-30,Closed,Closed,"Clayton, CO|2023-02-19"
"Clinton, GA",2023-02-19,,2023-02-21,2023-02-21,2236902,2023-02-21,2768157,,Closed,Urgent,Repair,Flooring,Brandon Davis,USPS,2.0,0-30,Closed,Closed,"Clinton, GA|2023-02-19"
"Fairview, AL",2023-02-19,,,2023-03-09,2237292,2023-03-09,2768571,,Closed,Urgent,Repair,Plumbing,Sarah Williams,USPS,18.0,0-30,Closed,Closed,"Fairview, AL|2023-02-19"
"Norwood, ID",2023-02-19,2023-05-22,2023-06-05,2023-06-07,2236792,2023-07-05,2768218,1200.0,Closed,Urgent,Repair,Paving (Repair),Mike Johnson,USPS,136.0,90+,Closed,Closed,"Norwood, ID|2023-02-19"
"Norwood, ID",2023-02-19,2023-05-15,2023-05-23,,2236973,2024-02-07,2768219,500.0,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,353.0,90+,Closed,Closed,"Norwood, ID|2023-02-19"
"Anderson, MN",2023-02-22,2023-03-19,2023-03-30,2023-04-02,2238576,2023-03-22,2769844,550.0,Closed,Urgent,Repair,Ceiling Tiles,Sarah Williams,USPS,28.0,0-30,Closed,Closed,"Anderson, MN|2023-02-22"
"Anderson, MN",2023-02-22,2023-09-07,2023-09-28,2023-10-05,2238570,2023-10-05,2769893,0.0,Closed,Urgent,Repair,Ceiling Tiles,Sarah Williams,USPS,225.0,90+,Closed,Closed,"Anderson, MN|2023-02-22"
"Auburn, FL",2023-02-23,2023-02-26,2023-03-03,2023-03-14,2239186,2023-03-22,2770543,850.0,Closed,Urgent,Repair,Painting,Mike Johnson,USPS,27.0,0-30,Closed,Closed,"Auburn, FL|2023-02-23"
"Carrollton, OH",2023-02-23,2023-03-08,2023-03-19,2023-03-27,2239434,2023-04-24,2770803,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,60.0,31-60,Closed,Closed,"Carrollton, OH|2023-02-23"
"Dover, VT",2023-02-23,2023-03-07,2023-03-08,2023-03-13,2239592,2023-03-28,2770973,85.0,Closed,Urgent,Repair,Plumbing,Mike Johnson,USPS,33.0,31-60,Closed,Closed,"Dover, VT|2023-02-23"
"Winchester, NV",2023-02-23,2023-05-18,,,2239942,,2771353,,Closed,Urgent,Repair,Gutters,Brandon Davis,USPS,1154.0,90+,Closed,Closed,"Winchester, NV|2023-02-23"
"Bristol, OH",2023-02-27,2023-03-09,2023-03-20,2023-03-20,2240269,2023-03-22,2771662,250.0,Closed,Urgent,Repair,Structural,Brandon Davis,USPS,23.0,0-30,Closed,Closed,"Bristol, OH|2023-02-27"
"Greenville, IL",2023-02-27,,,,2240939,2023-03-29,2772417,,Closed,Urgent,Repair,Paving (Repair),Brandon Davis,USPS,30.0,0-30,Closed,Closed,"Greenville, IL|2023-02-27"
"Oxford, NH",2023-02-27,2023-03-07,2023-03-12,2023-03-13,2240876,2023-04-25,2772370,119.5,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,57.0,31-60,Closed,Closed,"Oxford, NH|2023-02-27"
"Bloomington, MS",2023-03-02,,2023-05-07,2023-06-11,2242193,2023-09-26,2773787,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,208.0,90+,Closed,Closed,"Bloomington, MS|2023-03-02"
"Franklin, GA",2023-03-02,2023-05-17,2023-05-21,2023-07-26,2241491,2023-07-26,2772979,0.0,Closed,Urgent,Repair,Misc. Repairs,Brandon Davis,USPS,146.0,90+,Closed,Closed,"Franklin, GA|2023-03-02"
"Auburn, FL",2023-03-05,2023-06-08,,2023-06-27,2228752,2023-06-27,2759571,0.0,Closed,Urgent,Repair,Painting,Mike Johnson,USPS,114.0,90+,Closed,Closed,"Auburn, FL|2023-03-05"
"Madison, NE",2023-03-05,2023-03-12,2023-03-15,2023-03-16,2240242,2023-03-22,2771697,219.0,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,17.0,0-30,Closed,Closed,"Madison, NE|2023-03-05"
"Dayton, LA",2023-03-06,2023-05-08,2023-05-30,2023-06-19,,2023-08-15,,100.0,Closed,Urgent,Repair,Roof Repair,Brandon Davis,Internal,162.0,90+,Closed,Closed,"Dayton, LA|2023-03-06"
"Albany, NC",2023-03-07,2023-03-28,2023-03-29,2023-04-06,2243725,2023-04-11,2775511,450.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,35.0,31-60,Closed,Closed,"Albany, NC|2023-03-07"
"Arlington, ID",2023-03-07,2023-06-26,2023-07-13,2023-07-18,2242346,2023-07-18,2774051,625.5,Closed,Urgent,Repair,Gutters,Sarah Williams,USPS,133.0,90+,Closed,Closed,"Arlington, ID|2023-03-07"
"Auburn, TN",2023-03-07,2023-03-08,2023-03-09,2023-03-12,2243118,2023-03-14,2774726,149.32,Closed,Urgent,Repair,Electrical Repairs,Mike Johnson,USPS,7.0,0-30,Closed,Closed,"Auburn, TN|2023-03-07"
"Clinton, GA",2023-03-07,2023-03-12,2023-03-14,2023-03-16,2243741,2023-03-22,2775361,400.0,Closed,Urgent,Repair,Doors,Brandon Davis,USPS,15.0,0-30,Closed,Closed,"Clinton, GA|2023-03-07"
"Georgetown, IL",2023-03-07,2023-04-02,2023-04-03,2023-04-06,2095967,2023-04-11,2617792,175.0,Closed,Urgent,Repair,Doors,Sarah Williams,USPS,35.0,31-60,Closed,Closed,"Georgetown, IL|2023-03-07"
"Hamilton, WA",2023-03-07,2023-03-15,2023-03-15,2023-03-28,2243851,2023-04-04,2775543,750.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,28.0,0-30,Closed,Closed,"Hamilton, WA|2023-03-07"
"Lancaster, OK",2023-03-07,2023-03-13,2023-03-17,2023-03-19,2242722,2023-03-22,2774375,172.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,15.0,0-30,Closed,Closed,"Lancaster, OK|2023-03-07"
"Norwood, NJ",2023-03-07,,2023-03-13,2023-03-13,2242842,2023-03-13,2774479,0.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,6.0,0-30,Closed,Closed,"Norwood, NJ|2023-03-07"
"Norwood, NJ",2023-03-07,,2023-03-13,2023-03-13,2242833,2023-03-13,2774469,0.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,6.0,0-30,Closed,Closed,"Norwood, NJ|2023-03-07"
"Oakland, OR",2023-03-07,2023-06-12,2023-06-13,2023-06-14,2243193,2023-06-19,2774824,50.0,Closed,Urgent,Repair,Gutters,Mike Johnson,USPS,104.0,90+,Closed,Closed,"Oakland, OR|2023-03-07"
"Salem, NM",2023-03-07,2023-11-15,2023-12-07,2023-12-07,2241533,2024-02-13,2773065,,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,343.0,90+,Closed,Closed,"Salem, NM|2023-03-07"
"Springfield, NV",2023-03-07,2023-03-28,2023-03-31,2024-01-16,2242892,2024-02-11,2774533,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,341.0,90+,Closed,Closed,"Springfield, NV|2023-03-07"
"Anderson, VA",2023-03-09,2023-04-02,2023-04-03,2023-05-23,2244406,,2776118,100.0,Closed,Urgent,Repair,Flooring,Brandon Davis,USPS,1140.0,90+,Closed,Closed,"Anderson, VA|2023-03-09"
"Burlington, MN",2023-03-09,2023-03-12,2023-03-13,2023-03-13,,2023-03-14,,180.0,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,Internal,5.0,0-30,Closed,Closed,"Burlington, MN|2023-03-09"
"Burlington, NH",2023-03-09,2023-04-17,2023-04-19,2023-04-30,2244328,2023-05-02,2776067,350.0,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,54.0,31-60,Closed,Closed,"Burlington, NH|2023-03-09"
"Georgetown, SD",2023-03-09,2023-03-19,2023-12-14,2023-12-17,2244199,2023-12-19,2775997,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,285.0,90+,Closed,Closed,"Georgetown, SD|2023-03-09"
"Hudson, MS",2023-03-09,2023-05-16,2023-05-29,2023-05-30,2244146,2023-05-31,2775866,400.0,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,83.0,61-90,Closed,Closed,"Hudson, MS|2023-03-09"
"Salem, SC",2023-03-09,2023-05-18,2023-06-21,2023-06-27,2244586,2023-08-14,2776411,46900.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,158.0,90+,Closed,Closed,"Salem, SC|2023-03-09"
"Anderson, FL",2023-03-12,2023-04-16,2023-04-26,2023-05-02,2244749,2023-05-04,2776525,50.0,Closed,Urgent,Repair,Gutters,Brandon Davis,USPS,53.0,31-60,Closed,Closed,"Anderson, FL|2023-03-12"
"Danville, CO",2023-03-12,2023-03-16,2023-03-23,2023-03-27,2244932,2023-03-28,2776628,257.99,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,16.0,0-30,Closed,Closed,"Danville, CO|2023-03-12"
"Franklin, GA",2023-03-12,2023-04-19,2023-07-25,2023-08-17,2245061,2023-10-17,2776871,6078.91,Closed,Urgent,Repair,Paving (Repair),Mike Johnson,USPS,219.0,90+,Closed,Closed,"Franklin, GA|2023-03-12"
"Fremont, WY",2023-03-12,2023-03-27,2023-03-28,2023-03-28,2244836,2023-03-29,2776611,158.0,Closed,Urgent,Repair,Storm/Flood Cleanup,Brandon Davis,USPS,17.0,0-30,Closed,Closed,"Fremont, WY|2023-03-12"
"Hamilton, PA",2023-03-12,2023-03-06,2023-03-08,,,2023-03-14,,259.8,Closed,Normal,Repair,Landscaping,Sarah Williams,Internal,2.0,0-30,Closed,Closed,"Hamilton, PA|2023-03-12"
"Marion, GA",2023-03-12,2023-04-19,2023-05-03,2023-05-08,2245414,2023-05-16,2777211,60.0,Closed,Urgent,Repair,Structural,Mike Johnson,USPS,65.0,61-90,Closed,Closed,"Marion, GA|2023-03-12"
"Arlington, VT",2023-03-14,2023-09-27,2023-10-12,2023-10-12,2246945,2023-12-06,2778975,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,267.0,90+,Closed,Closed,"Arlington, VT|2023-03-14"
"Arlington, VT",2023-03-14,2023-09-27,2023-10-12,2023-10-12,2246945,2024-02-06,2778946,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,329.0,90+,Closed,Closed,"Arlington, VT|2023-03-14"
"Arlington, VT",2023-03-14,2023-04-19,2023-06-04,2023-08-01,2246945,2023-08-08,2778945,400.0,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,147.0,90+,Closed,Closed,"Arlington, VT|2023-03-14"
"Fairview, MD",2023-03-14,2023-03-14,2023-03-16,2023-03-26,2247130,2023-04-11,2779209,102.55,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,28.0,0-30,Closed,Closed,"Fairview, MD|2023-03-14"
"Franklin, GA",2023-03-14,,,,2245062,2024-07-12,2776872,,Closed,Urgent,Repair,Flooring,Sarah Williams,USPS,486.0,90+,Closed,Closed,"Franklin, GA|2023-03-14"
"Franklin, GA",2023-03-14,2023-04-09,2023-04-13,2024-02-21,2246611,2024-02-25,2778591,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,348.0,90+,Closed,Closed,"Franklin, GA|2023-03-14"
"Springfield, WV",2023-03-14,2023-03-15,2023-03-22,2023-04-18,2245380,2023-04-20,2777064,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,37.0,31-60,Closed,Closed,"Springfield, WV|2023-03-14"
"Ashland, NY",2023-03-16,2023-06-20,2023-07-16,2023-07-16,2247192,2023-07-18,2779167,550.0,Closed,Urgent,Repair,Drive Thru,Brandon Davis,USPS,124.0,90+,Closed,Closed,"Ashland, NY|2023-03-16"
"Clinton, SC",2023-03-16,2023-04-19,2023-05-14,2023-05-15,2247321,2023-05-31,2779346,431.6,Closed,Urgent,Repair,Dock Lift,Brandon Davis,USPS,76.0,61-90,Closed,Closed,"Clinton, SC|2023-03-16"
"Hudson, MS",2023-03-16,2023-03-28,2023-03-28,2023-03-28,2245199,2023-04-04,2776997,50.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,19.0,0-30,Closed,Closed,"Hudson, MS|2023-03-16"
"Danville, NM",2023-03-20,2023-04-16,2023-05-04,2023-05-07,2248207,,2780331,746.72,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,1129.0,90+,Closed,Closed,"Danville, NM|2023-03-20"
"Dayton, NE",2023-03-20,2023-03-27,2023-03-28,2023-03-29,2247821,2023-04-11,2779847,190.0,Closed,Urgent,Repair,Plumbing,Sarah Williams,USPS,22.0,0-30,Closed,Closed,"Dayton, NE|2023-03-20"
"Springfield, NV",2023-03-20,2023-03-28,2023-03-31,2024-01-16,2248256,2024-02-11,2780323,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,328.0,90+,Closed,Closed,"Springfield, NV|2023-03-20"
"Georgetown, MO",2023-03-21,2023-04-04,2023-04-06,2023-05-07,2248557,2024-02-26,2780642,,Closed,Urgent,Repair,Ceiling Tiles,Sarah Williams,USPS,342.0,90+,Closed,Closed,"Georgetown, MO|2023-03-21"
"Hamilton, ND",2023-03-21,2023-06-06,2023-06-12,2023-06-15,2248726,2023-07-05,2780805,1594.8,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,106.0,90+,Closed,Closed,"Hamilton, ND|2023-03-21"
"Oxford, NH",2023-03-21,2023-03-26,2023-03-28,2023-04-19,2248948,2023-04-25,2781065,500.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,35.0,31-60,Closed,Closed,"Oxford, NH|2023-03-21"
"Troy, ME",2023-03-21,2023-10-17,2023-12-12,2023-12-17,2248777,2024-06-12,2780869,444.55,Closed,Urgent,Repair,Drive Thru,Mike Johnson,USPS,449.0,90+,Closed,Closed,"Troy, ME|2023-03-21"
"Danville, NM",2023-03-22,,2023-04-11,2023-04-25,2249662,2023-04-25,2781826,0.0,Closed,Urgent,Repair,Doors,Mike Johnson,USPS,34.0,31-60,Closed,Closed,"Danville, NM|2023-03-22"
"Lexington, WV",2023-03-22,2023-04-02,2023-04-03,2023-04-03,2249344,2023-04-11,2781467,197.42,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,20.0,0-30,Closed,Closed,"Lexington, WV|2023-03-22"
"Georgetown, PA",2023-03-23,2023-04-02,2023-04-10,2023-04-13,2249790,2023-04-18,2781992,292.5,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,26.0,0-30,Closed,Closed,"Georgetown, PA|2023-03-23"
"Greenville, DE",2023-03-23,2023-03-27,2023-03-29,2023-05-01,2249907,2023-10-23,2782087,275.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,214.0,90+,Closed,Closed,"Greenville, DE|2023-03-23"
"Marion, SC",2023-03-23,2023-03-26,2023-03-27,2023-03-27,2250213,2023-03-28,2782320,110.96,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,5.0,0-30,Closed,Closed,"Marion, SC|2023-03-23"
"Mount Vernon, MA",2023-03-23,2023-04-03,2023-04-05,2024-01-14,2245244,2024-01-14,2777069,325.5,Closed,Urgent,Repair,Overhead Doors,Mike Johnson,USPS,297.0,90+,Closed,Closed,"Mount Vernon, MA|2023-03-23"
"Rockville, GA",2023-03-23,2023-07-09,2023-08-21,2023-08-27,2250184,2023-08-29,2782349,550.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,159.0,90+,Closed,Closed,"Rockville, GA|2023-03-23"
"Dover, VT",2023-03-26,2023-04-05,2023-04-26,,,2023-05-09,,205.36,Closed,Normal,Repair,HVAC Repairs,Mike Johnson,Internal,44.0,31-60,Closed,Closed,"Dover, VT|2023-03-26"
"Bloomington, ME",2023-03-29,2023-03-29,2023-03-29,,,2024-02-06,,,Closed,Normal,Repair,Roof Repair,Brandon Davis,Internal,314.0,90+,Closed,Closed,"Bloomington, ME|2023-03-29"
"Columbia, DE",2023-03-29,2023-03-30,2023-03-30,2023-04-02,2251806,2023-04-11,2784184,80.0,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,13.0,0-30,Closed,Closed,"Columbia, DE|2023-03-29"
"Hamilton, ND",2023-03-29,2023-06-05,2023-07-24,2023-11-21,2251861,2023-12-19,2784257,,Closed,Urgent,Repair,Electrical Repairs,Brandon Davis,USPS,265.0,90+,Closed,Closed,"Hamilton, ND|2023-03-29"
"Oakland, MI",2023-03-29,2023-03-30,2023-04-04,2023-04-30,2251786,,2784235,0.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,1120.0,90+,Closed,Closed,"Oakland, MI|2023-03-29"
"Anderson, VA",2023-03-30,2023-05-10,2023-06-01,2023-06-04,2252502,2023-06-06,2784881,1270.0,Closed,Urgent,Repair,Drive Thru,Mike Johnson,USPS,68.0,61-90,Closed,Closed,"Anderson, VA|2023-03-30"
"Bloomington, ME",2023-03-30,2023-03-29,2023-03-29,2023-05-01,2252306,,2784756,,Closed,Urgent,Repair,Roof Repair,Brandon Davis,USPS,1119.0,90+,Closed,Closed,"Bloomington, ME|2023-03-30"
"Clayton, NV",2023-03-30,2023-06-27,2023-10-29,2023-11-13,2251406,2024-02-07,2783731,1450.0,Closed,Urgent,Repair,Gutters,Sarah Williams,USPS,314.0,90+,Closed,Closed,"Clayton, NV|2023-03-30"
"Edison, WY",2023-03-30,2023-04-02,2023-04-26,2023-05-03,2251948,2023-05-09,2784367,300.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,40.0,31-60,Closed,Closed,"Edison, WY|2023-03-30"
"Greenville, TX",2023-03-30,2023-04-24,2023-05-29,2023-05-30,2251742,2023-06-06,2784111,150.0,Closed,Urgent,Repair,Structural,Sarah Williams,USPS,68.0,61-90,Closed,Closed,"Greenville, TX|2023-03-30"
"Albany, NJ",2023-04-02,2023-05-24,2023-05-29,2023-06-06,2252954,2023-07-27,2785261,,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,116.0,90+,Closed,Closed,"Albany, NJ|2023-04-02"
"Edison, OH",2023-04-02,2023-04-02,2023-04-10,2023-06-01,2252834,2023-06-13,2785269,460.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,72.0,61-90,Closed,Closed,"Edison, OH|2023-04-02"
"Lexington, WV",2023-04-02,2023-04-03,2023-04-04,2023-04-05,2253025,2023-04-18,2785477,118.19,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,16.0,0-30,Closed,Closed,"Lexington, WV|2023-04-02"
"Madison, MS",2023-04-02,2023-04-06,2023-04-06,2023-04-06,2253158,,2785560,,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,1116.0,90+,Closed,Closed,"Madison, MS|2023-04-02"
"Riverside, AR",2023-04-03,2023-04-09,2023-04-11,2023-06-05,,2023-06-06,,166.0,Closed,Urgent,Repair,Electrical Repairs,Sarah Williams,Internal,64.0,61-90,Closed,Closed,"Riverside, AR|2023-04-03"
"Troy, AR",2023-04-03,2024-03-26,2024-04-22,2024-04-22,,2024-05-01,,,Closed,Urgent,Repair,Drive Thru,Brandon Davis,Internal,394.0,90+,Closed,Closed,"Troy, AR|2023-04-03"
"Arlington, CO",2023-04-04,,,2023-05-03,2179004,2023-05-03,2706981,0.0,Closed,Urgent,Repair,Electrical Repairs,Mike Johnson,USPS,29.0,0-30,Closed,Closed,"Arlington, CO|2023-04-04"
"Cleveland, IL",2023-04-04,2023-04-24,2023-04-30,2023-05-03,2253233,2024-02-07,2785644,400.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,309.0,90+,Closed,Closed,"Cleveland, IL|2023-04-04"
"Gainesville, MT",2023-04-04,2023-05-02,2023-05-03,2023-05-07,2253832,2023-05-16,2786297,882.75,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,42.0,31-60,Closed,Closed,"Gainesville, MT|2023-04-04"
"Greenville, SD",2023-04-04,2023-04-20,2023-04-27,2023-05-01,2253288,2023-05-04,2785712,350.0,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,30.0,0-30,Closed,Closed,"Greenville, SD|2023-04-04"
"Hamilton, PA",2023-04-04,,2023-04-02,,,2023-04-11,,173.2,Closed,Normal,Repair,Landscaping,Sarah Williams,Internal,7.0,0-30,Closed,Closed,"Hamilton, PA|2023-04-04"
